Complete NA Playstation Plus Master List by u/ABattleVet,913,Try restoring licenses to get DLC to unlock,,,Game Pass,,,,,,,,,,
Game,System,Tier,Status,Added,Removed,Months,Release,Age,Metacritic,User,Completion,Genre,Notes / Original System,PC Streaming,Local Multiplayer
Dynasty Warriors Strikeforce,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2010,12.37,64,,,,PS3,Yes,
Earth Defense Force 2025,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2014,8.37,69,,,,PS3,Yes,
Earth Defense Force: Insect Armageddon,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2011,10.96,63,,,,PS3,Yes,
Eat Lead: The Return of Matt Hazard,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2009,13.37,51,,,,PS3,Yes,
Eat Them!,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2010,11.54,65,,,,PS3,Yes,
echochrome,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2008,14.13,81,,,,PS3,No,
Elefunk,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2008,13.96,70,,,,PS3,Yes,
Enemy Front,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2014,8.04,43,,,,PS3,Yes,
ENSLAVED: Odyssey to the West,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2010,11.71,80,,,,PS3,Yes,
Escape Dead Island,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2014,7.62,40,,,,PS3,Yes,
Ethan: Meteor Hunter,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2013,8.70,44,,,,PS3,Yes,
Eufloria,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2011,10.71,73,,,,PS3,Yes,
F.E.A.R. FIRST ENCOUNTER ASSAULT RECON,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2007,15.21,72,,,,PS3,Yes,
Faery: Legends of Avalon,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2011,11.45,57,,,,PS3,Yes,
FALLOUT 3,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2008,13.71,90,,,,PS3,Yes,
Fallout: New Vegas,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2010,11.71,82,,,,PS3,Yes,
Final Exam,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2013,8.62,60,,,,PS3,Yes,
Final Fight: Double Impact,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2010,12.17,77,,1,Brawler,PS3,Yes,
Frogger Returns,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2009,12.54,44,,,,PS3,Yes,
Fuel Overdose,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2013,9.29,51,,,,PS3,Yes,
Disney G-Force,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2009,12.96,68,,,,PS3,Yes,
Genji: Days of the Blade,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2006,15.60,55,,,,PS3,Yes,
Ghostbusters: Sanctum of Slime,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2011,11.29,42,,,,PS3,Yes,
Go! Sports Ski,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2007,14.71,25,,,,PS3,Yes,
God of War HD,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2005,17.30,88,,,,PS3,Yes,
God of War II HD,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2007,15.30,81,,,,PS3,Yes,
God of War: Ascension,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2013,9.29,80,,,,PS3,Yes,
Goosebumps: The Game,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2015,6.70,35,,,,PS3,Yes,
Greg Hastings Paintball 2,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2011,11.04,46,,,,PS3,Yes,
Hakuoki: Stories of the Shinsengumi,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2014,8.12,80,,,,PS3,Yes,
Hamilton's Great Adventure,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2011,10.87,74,,,,PS3,Yes,
Hamsterball,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2010,12.29,61,,,,PS3,Yes,
Heavy Fire: Afghanistan,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2011,10.62,39,,,,PS3,Yes,
Heavy Fire: Shattered Spear,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2013,9.45,25,,,,PS3,Yes,
High Stakes on the Vegas Strip: Poker Edition,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2007,14.79,68,,,,PS3,Yes,
HOARD,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2010,11.62,75,,,,PS3,Yes,
Hot Shots Golf: Out of Bounds,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2008,14.29,81,,,,PS3,Yes,
Hot Shots Golf: World Invitational,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2012,10.37,80,,,,PS3,Yes,
HUNTED: THE DEMON'S FORGE,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2011,11.13,57,,,,PS3,Yes,
Hustle Kings,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2010,12.45,81,,,,PS3,Yes,
ibb & obb,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2013,8.87,78,,,,PS3,Yes,
ICO,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2001,20.79,90,,,,PS3,Yes,
inFAMOUS,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2009,13.13,85,,,,PS3,Yes,
inFAMOUS 2,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2011,11.04,83,,,,PS3,Yes,
inFAMOUS: Festival of Blood,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2011,10.71,78,,,,PS3,Yes,
Injustice: Gods Among Us - Ultimate Edition,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2013,8.54,70,,,,PS3,Yes,
Interpol: The Trail of Dr. Chaos,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2009,13.45,48,,,,PS3,Yes,
Invizimals: The Lost Kingdom,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2014,7.79,50,,,,PS3,Yes,
Jetpack Joyride Deluxe,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2014,7.62,72,,,,PS3,Yes,
Jimmie Johnson's Anything With An Engine,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2011,10.62,67,,,,PS3,Yes,
Joe Danger 2: The Movie,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2012,9.68,82,,2,Racing,PS3,Yes,
Judge Dee: The City God Case,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2012,9.54,30,,,,PS3,Yes,
Karateka,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2012,9.54,73,,,,PS3,Yes,
Knytt Underground,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2012,9.54,73,,,,PS3,Yes,
Kung Fu Rabbit,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2013,9.12,72,,,,PS3,Yes,
Last Rebellion,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2010,12.38,44,,,,PS3,Yes,
Lead and Gold: Gangs of the Wild West,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2010,12.13,68,,,,PS3,Yes,
Legasista,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2012,9.87,68,,,,PS3,Yes,
LEGO Batman 2: DC Super Heroes,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2012,9.99,79,,9,Action-Adventure,PS3,Yes,
LEGO Batman: The Videogame,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2008,13.73,76,,10,Action,PS3,Yes,
LEGO Indiana Jones 2: The Adventure Continues,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2009,12.62,70,,,,PS3,Yes,
LEGO Indiana Jones: The Original Adventures,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2008,14.04,77,,10,Action-Adventure,PS3,Yes,
LEGO Pirates of the Caribbean: The Video Game,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2011,11.13,73,,,,PS3,Yes,
LEGO Star Wars III: The Clone Wars,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2011,11.24,75,,9,Action,PS3,Yes,
LEGO Star Wars: The Complete Saga,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2007,14.61,80,,14,Action,PS3,Yes,
Linger in Shadows,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2008,13.71,59,,,,PS3,Yes,
LocoRoco Cocoreccho!,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2007,14.79,72,,,,PS3,Yes,
Lost Planet: Extreme Condition,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2008,14.37,67,,8,,PS3,Yes,
Lost Planet 2,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2010,12.13,68,,10,,PS3,Yes,
Lost Planet 3,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2013,8.87,61,,11,,PS3,Yes,
Machinarium,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2012,9.70,78,,,,PS3,Yes,
Magic Orbz,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2009,13.45,66,,,,PS3,Yes,
Magus,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2014,8.37,32,,,,PS3,Yes,
Mamorukun Curse!,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2013,8.96,71,,,,PS3,Yes,
Mars: War Logs,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2013,8.96,59,,,,PS3,Yes,
Matt Hazard: Blood Bath and Beyond,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2010,12.45,65,,,,PS3,Yes,
MEGA MAN 10,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2010,12.29,79,,2,Platformer,PS3,Yes,
MEGA MAN 9,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2008,13.73,82,,4,Platformer,PS3,Yes,
METAL SLUG 3,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2000,22.05,76,,2,Platformer,PS3,Yes,
Monkey Island 2 Special Edition: LeChuck's Revenge,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2010,12.04,87,,,,PS3,Yes,
MotorStorm Apocalypse,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2011,11.13,77,,,,PS3,Yes,
MotorStorm RC: Complete Edition,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2012,10.29,83,,,,PS3,Yes,
MX vs. ATV: Reflex,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2009,12.54,74,,,,PS3,Yes,
MX vs. ATV: Alive,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2011,11.13,61,,,,PS3,Yes,
MX vs. ATV: Untamed,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2007,14.54,67,,,,PS3,Yes,
Narco Terror,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2013,8.96,55,,,,PS3,Yes,
NINJA GAIDEN 3,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2012,10.24,58,,,,PS3,Yes,
NINJA GAIDEN 3: Razor's Edge,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2013,9.21,67,,,,PS3,Yes,
NINJA GAIDEN SIGMA,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2007,14.96,88,,,,PS3,Yes,
NINJA GAIDEN SIGMA 2,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2009,12.79,83,,,,PS3,Yes,
NOBUNAGA'S AMBITION: Sphere of Influence,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2015,6.79,80,,,,PS3,Yes,
Numblast,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2009,12.62,70,,,,PS3,Yes,
OKABU,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2011,10.71,59,,,,PS3,Yes,
Papo & Yo,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2012,9.87,72,,,,PS3,Yes,
Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness - Episode One,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2008,14.13,77,,,,PS3,Yes,
Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness - Episode Two,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2008,14.13,75,,,,PS3,Yes,
Phineas and Ferb: Across the 2nd Dimension,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2011,10.86,63,,,,PS3,Yes,
Pid,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2012,9.62,70,,,,PS3,Yes,
Pirates of the Caribbean: At World's End,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2007,15.30,55,,,,PS3,Yes,
PixelJunk Eden Encore,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2009,13.17,86,,,,PS3,Yes,
PixelJunk Monsters,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2008,14.46,83,,,,PS3,Yes,
PixelJunk Racers 2nd Lap,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2010,11.87,66,,,,PS3,Yes,
Piyotama,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2007,14.88,70,,,,PS3,Yes,
Planet Minigolf,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2010,12.04,66,,,,PS3,Yes,
Planets Under Attack,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2012,9.62,68,,,,PS3,Yes,
Pool Nation,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2013,9.04,81,,,,PS3,Yes,
Port Royale 3: Pirates & Merchants - Gold Edition,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2013,8.79,54,,,,PS3,Yes,
Prismatic Solid,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2010,12.04,70,,,,PS3,Yes,
Proteus,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2013,8.70,72,,,,PS3,Yes,
Puppeteer,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2013,8.79,80,,,,PS3,Yes,
Puzzle Agent,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2010,12.04,66,,,,PS3,Yes,
QUANTUM THEORY,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2010,11.79,43,,,,PS3,Yes,
R-Type Dimensions,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2009,13.37,82,,,,PS3,Yes,
Rag Doll Kung Fu: Fists of Plastic,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2009,13.21,68,,,,PS3,Yes,
RAGE,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2011,10.70,81,,11,Shooter,PS3,Yes,
Ragnarok Odyssey ACE,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2014,8.21,61,,,,PS3,Yes,
Raiden IV: OverKill,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2014,8.21,78,,,,PS3,Yes,
Raiden V: Director's Cut,PS5/PS4,Premium (Streaming Only),Removed,Jun 2022,Jul 2023,13.12,Feb 2016,6.37,73,,,,PS3,Yes,
rain,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2013,8.70,72,,,,PS3,Yes,
Disney/PIXAR Ratatouille,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2007,14.71,55,,,,PS3,Yes,
Ratchet & Clank: A Crack In Time,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2009,12.71,87,,,,PS3,Yes,
Ratchet & Clank: All 4 One,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2011,10.66,70,,,,PS3,Yes,
Ratchet & Clank: Full Frontal Assault,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2012,9.55,64,,,,PS3,Yes,
Ratchet & Clank: Into the Nexus,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2011,10.71,76,,,,PS3,Yes,
Ratchet & Clank: Quest for Booty,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2008,13.87,76,,,,PS3,Yes,
Realms Of Ancient War,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2012,9.79,52,,,,PS3,Yes,
Record of Agarest War,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2010,12.21,67,,,,PS3,Yes,
Record of Agarest War 2,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2012,10.04,56,,,,PS3,Yes,
Record of Agarest War Zero,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jun 2011,11.04,50,,,,PS3,Yes,
Red Faction: Battlegrounds,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2011,11.20,49,,,,PS3,Yes,
Red Johnson's Chronicles,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2011,11.13,67,,,,PS3,Yes,
Red Johnson's Chronicles: One Against All,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2012,9.79,56,,,,PS3,Yes,
Resident Evil 4,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2005,17.43,76,,16,Shooter,PS3,Yes,
Resident Evil 5: Gold Edition,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2009,13.29,84,,,,PS3,Yes,
Resident Evil 6,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2012,9.70,63,,22,Shooter,PS3,Yes,
Resident Evil Code: Veronica X,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2011,10.79,65,,,,PS3,Yes,
Resident Evil Operation Raccoon City,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2012,10.12,52,,,,PS3,Yes,
Resident Evil Revelations,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2013,9.12,78,,,,PS3,Yes,
Resident Evil Revelations 2: Complete Edition,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2013,9.12,75,,,,PS3,Yes,
Resident Evil: The Umbrella Chronicles,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2007,14.62,75,,,,PS3,Yes,
Resistance 3,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2011,10.79,83,,8,,PS3,Yes,
Retro City Rampage DX,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2014,8.37,80,,,,PS3,Yes,
Retro/Grade,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2012,9.82,78,,,,PS3,Yes,
Ricochet HD,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2011,11.45,45,,,,PS3,Yes,
Rocket Knight,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2010,12.13,70,,,,PS3,Yes,
Rocketbirds: Hardboiled Chicken,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2011,10.71,74,,,,PS3,Yes,
Rogue Warrior,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2009,12.54,27,,,,PS3,Yes,
Rotastic,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2011,10.79,66,,,,PS3,Yes,
Rune Factory: Tides of Destiny,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2011,10.71,55,,,,PS3,Yes,
Sacred 3: Gold Edition,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2014,7.87,56,,,,PS3,Yes,
Sacred Citadel,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Apr 2013,9.16,63,,5,Action,PS3,Yes,
Saints Row 2,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2008,13.71,82,,,,PS3,Yes,
Sam & Max Beyond Time and Space: Episode 1 - Ice Station Santa,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2009,12.71,75,,,,PS3,Yes,
Sam & Max Beyond Time and Space: Episode 2 - Moai Better Blues,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2009,12.71,75,,,,PS3,Yes,
Sam & Max Beyond Time and Space: Episode 3 - Night of the Raving Dead,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2009,12.71,75,,,,PS3,Yes,
Sam & Max Beyond Time and Space: Episode 4 - Chariots of the Dogs,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2009,12.71,75,,,,PS3,Yes,
Sam & Max Beyond Time and Space: Episode 5 - What's New Beelzebub?,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2009,12.71,75,,,,PS3,Yes,
Sam & Max The Devil's Playhouse: Episode 1 - The Penal Zone,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2010,11.87,81,,,,PS3,Yes,
Sam & Max The Devil's Playhouse: Episode 2 - The Tomb of Sammun-Mak,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2010,11.87,85,,,,PS3,Yes,
Sam & Max The Devil's Playhouse: Episode 3 - They Stole Max's Brain,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2010,11.87,73,,,,PS3,Yes,
Sam & Max The Devil's Playhouse: Episode 4 - Beyond Alley of Dolls,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2010,11.87,76,,,,PS3,Yes,
Sam & Max The Devil's Playhouse: Episode 5 - The City That Dares Not Sleep,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2010,11.87,80,,,,PS3,Yes,
SAMURAI WARRIORS 2: Empires - HD Version,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2006,15.58,53,,,,PS3,Yes,
SAMURAI WARRIORS 3: Empires,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2011,10.81,55,,,,PS3,Yes,
SAMURAI WARRIORS 4,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2014,8.29,76,,,,PS3,Yes,
Sanctum 2,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2013,9.12,77,,,,PS3,Yes,
Savage Moon,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2009,13.45,73,,,,PS3,Yes,
Shatter,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2009,12.96,86,,,,PS3,Yes,
Sid Meier's Civilization Revolution,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2008,13.96,85,,,,PS3,Yes,
Siren: Blood Curse,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jul 2008,13.96,78,,,,PS3,Yes,
Skullgirls Encore,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2014,8.37,80,,,,PS3,Yes,
Sky Fighter,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2010,12.37,73,,,,PS3,Yes,
Skydive: Proximity Flight,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2013,8.70,62,,,,PS3,Yes,
SkyDrift,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2011,10.79,76,,,,PS3,Yes,
Slender: The Arrival,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2015,7.29,48,,,,PS3,Yes,
Smash Cars,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Aug 2009,12.87,61,,,,PS3,Yes,
Snakeball,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2007,14.54,65,,,,PS3,Yes,
Sniper Elite V2,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2012,10.12,70,,,,PS3,Yes,
Soldner-X 2: Final Prototype,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Mar 2015,7.29,77,,,,PS3,Yes,
Soldner-X: Himmelssturmer,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Dec 2008,13.54,63,,,,PS3,Yes,
Space Ace,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2011,11.37,60,,,,PS3,Yes,
Spelunker Collection,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2010,11.62,56,,,,PS3,Yes,
Spelunker HD,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Nov 2010,11.62,56,,,,PS3,Yes,
Split/Second: Velocity,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2010,12.13,84,,,,PS3,Yes,
Star Raiders,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,May 2011,11.13,35,,,,PS3,Yes,
Star Wars: The Force Unleashed II,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Oct 2010,11.71,63,,,,PS3,Yes,
Star Wars: The Force Unleashed - Ultimate Sith Edition,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Sep 2008,13.79,65,,,,PS3,Yes,
StarDrone,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Jan 2018,4.45,64,,,,PS3,Yes,
STARWHAL,PS5/PS4,Premium (Streaming Only),Active,Jun 2022,,13.68,Feb 2015,7.37,78,,,,PS3,Yes,
